,Dataset,Model,Layer,Iteration,Accuracy,Plot
2212,EventsAdapt,gpt2-xl,23,3,0.7564102564102564,gpt2 EventsAdapt
2213,EventsAdapt,gpt2-xl,23,4,0.7435897435897436,gpt2 EventsAdapt
2214,EventsAdapt,gpt2-xl,23,5,0.7628205128205128,gpt2 EventsAdapt
2215,EventsAdapt,gpt2-xl,23,6,0.8076923076923077,gpt2 EventsAdapt
2216,EventsAdapt,gpt2-xl,23,7,0.7371794871794872,gpt2 EventsAdapt
2217,EventsAdapt,gpt2-xl,23,8,0.782051282051282,gpt2 EventsAdapt
2218,EventsAdapt,gpt2-xl,23,9,0.7884615384615384,gpt2 EventsAdapt
2219,EventsAdapt,gpt2-xl,23,10,0.8076923076923077,gpt2 EventsAdapt
2220,EventsAdapt,gpt2-xl,24,1,0.7628205128205128,gpt2 EventsAdapt
2221,EventsAdapt,gpt2-xl,24,2,0.8076923076923077,gpt2 EventsAdapt
2222,EventsAdapt,gpt2-xl,24,3,0.7628205128205128,gpt2 EventsAdapt
2223,EventsAdapt,gpt2-xl,24,4,0.7564102564102564,gpt2 EventsAdapt
2224,EventsAdapt,gpt2-xl,24,5,0.782051282051282,gpt2 EventsAdapt
2225,EventsAdapt,gpt2-xl,24,6,0.8012820512820513,gpt2 EventsAdapt
2226,EventsAdapt,gpt2-xl,24,7,0.7948717948717948,gpt2 EventsAdapt
2227,EventsAdapt,gpt2-xl,24,8,0.8141025641025641,gpt2 EventsAdapt
2228,EventsAdapt,gpt2-xl,24,9,0.782051282051282,gpt2 EventsAdapt
2229,EventsAdapt,gpt2-xl,24,10,0.8141025641025641,gpt2 EventsAdapt
2230,EventsAdapt,gpt2-xl,25,1,0.8141025641025641,gpt2 EventsAdapt
2231,EventsAdapt,gpt2-xl,25,2,0.7948717948717948,gpt2 EventsAdapt
2232,EventsAdapt,gpt2-xl,25,3,0.782051282051282,gpt2 EventsAdapt
2233,EventsAdapt,gpt2-xl,25,4,0.8269230769230769,gpt2 EventsAdapt
2234,EventsAdapt,gpt2-xl,25,5,0.7692307692307693,gpt2 EventsAdapt
2235,EventsAdapt,gpt2-xl,25,6,0.8012820512820513,gpt2 EventsAdapt
2236,EventsAdapt,gpt2-xl,25,7,0.782051282051282,gpt2 EventsAdapt
2237,EventsAdapt,gpt2-xl,25,8,0.7884615384615384,gpt2 EventsAdapt
2238,EventsAdapt,gpt2-xl,25,9,0.8269230769230769,gpt2 EventsAdapt
2239,EventsAdapt,gpt2-xl,25,10,0.7564102564102564,gpt2 EventsAdapt
2240,EventsAdapt,gpt2-xl,26,1,0.7756410256410257,gpt2 EventsAdapt
2241,EventsAdapt,gpt2-xl,26,2,0.8269230769230769,gpt2 EventsAdapt
2242,EventsAdapt,gpt2-xl,26,3,0.8205128205128205,gpt2 EventsAdapt
2243,EventsAdapt,gpt2-xl,26,4,0.782051282051282,gpt2 EventsAdapt
2244,EventsAdapt,gpt2-xl,26,5,0.7756410256410257,gpt2 EventsAdapt
2245,EventsAdapt,gpt2-xl,26,6,0.7564102564102564,gpt2 EventsAdapt
2246,EventsAdapt,gpt2-xl,26,7,0.7756410256410257,gpt2 EventsAdapt
2247,EventsAdapt,gpt2-xl,26,8,0.7884615384615384,gpt2 EventsAdapt
2248,EventsAdapt,gpt2-xl,26,9,0.8269230769230769,gpt2 EventsAdapt
2249,EventsAdapt,gpt2-xl,26,10,0.8076923076923077,gpt2 EventsAdapt
2250,EventsAdapt,gpt2-xl,27,1,0.8012820512820513,gpt2 EventsAdapt
2251,EventsAdapt,gpt2-xl,27,2,0.7948717948717948,gpt2 EventsAdapt
2252,EventsAdapt,gpt2-xl,27,3,0.7884615384615384,gpt2 EventsAdapt
2253,EventsAdapt,gpt2-xl,27,4,0.8012820512820513,gpt2 EventsAdapt
2254,EventsAdapt,gpt2-xl,27,5,0.8141025641025641,gpt2 EventsAdapt
2255,EventsAdapt,gpt2-xl,27,6,0.8141025641025641,gpt2 EventsAdapt
2256,EventsAdapt,gpt2-xl,27,7,0.7628205128205128,gpt2 EventsAdapt
2257,EventsAdapt,gpt2-xl,27,8,0.7564102564102564,gpt2 EventsAdapt
2258,EventsAdapt,gpt2-xl,27,9,0.7564102564102564,gpt2 EventsAdapt
2259,EventsAdapt,gpt2-xl,27,10,0.7692307692307693,gpt2 EventsAdapt
2260,EventsAdapt,gpt2-xl,28,1,0.7435897435897436,gpt2 EventsAdapt
2261,EventsAdapt,gpt2-xl,28,2,0.6987179487179487,gpt2 EventsAdapt
2262,EventsAdapt,gpt2-xl,28,3,0.7628205128205128,gpt2 EventsAdapt
2263,EventsAdapt,gpt2-xl,28,4,0.8141025641025641,gpt2 EventsAdapt
2264,EventsAdapt,gpt2-xl,28,5,0.7692307692307693,gpt2 EventsAdapt
2265,EventsAdapt,gpt2-xl,28,6,0.7564102564102564,gpt2 EventsAdapt
2266,EventsAdapt,gpt2-xl,28,7,0.782051282051282,gpt2 EventsAdapt
2267,EventsAdapt,gpt2-xl,28,8,0.7435897435897436,gpt2 EventsAdapt
2268,EventsAdapt,gpt2-xl,28,9,0.7756410256410257,gpt2 EventsAdapt
2269,EventsAdapt,gpt2-xl,28,10,0.8205128205128205,gpt2 EventsAdapt
2270,EventsAdapt,gpt2-xl,29,1,0.8141025641025641,gpt2 EventsAdapt
2271,EventsAdapt,gpt2-xl,29,2,0.8269230769230769,gpt2 EventsAdapt
2272,EventsAdapt,gpt2-xl,29,3,0.8076923076923077,gpt2 EventsAdapt
2273,EventsAdapt,gpt2-xl,29,4,0.75,gpt2 EventsAdapt
2274,EventsAdapt,gpt2-xl,29,5,0.8076923076923077,gpt2 EventsAdapt
2275,EventsAdapt,gpt2-xl,29,6,0.782051282051282,gpt2 EventsAdapt
2276,EventsAdapt,gpt2-xl,29,7,0.7564102564102564,gpt2 EventsAdapt
2277,EventsAdapt,gpt2-xl,29,8,0.8141025641025641,gpt2 EventsAdapt
2278,EventsAdapt,gpt2-xl,29,9,0.7435897435897436,gpt2 EventsAdapt
2279,EventsAdapt,gpt2-xl,29,10,0.7435897435897436,gpt2 EventsAdapt
2280,EventsAdapt,gpt2-xl,30,1,0.8141025641025641,gpt2 EventsAdapt
2281,EventsAdapt,gpt2-xl,30,2,0.8269230769230769,gpt2 EventsAdapt
2282,EventsAdapt,gpt2-xl,30,3,0.8589743589743589,gpt2 EventsAdapt
2283,EventsAdapt,gpt2-xl,30,4,0.7307692307692307,gpt2 EventsAdapt
2284,EventsAdapt,gpt2-xl,30,5,0.7884615384615384,gpt2 EventsAdapt
2285,EventsAdapt,gpt2-xl,30,6,0.7628205128205128,gpt2 EventsAdapt
2286,EventsAdapt,gpt2-xl,30,7,0.7371794871794872,gpt2 EventsAdapt
2287,EventsAdapt,gpt2-xl,30,8,0.7884615384615384,gpt2 EventsAdapt
2288,EventsAdapt,gpt2-xl,30,9,0.7564102564102564,gpt2 EventsAdapt
2289,EventsAdapt,gpt2-xl,30,10,0.7948717948717948,gpt2 EventsAdapt
2290,EventsAdapt,gpt2-xl,31,1,0.8205128205128205,gpt2 EventsAdapt
2291,EventsAdapt,gpt2-xl,31,2,0.8141025641025641,gpt2 EventsAdapt
2292,EventsAdapt,gpt2-xl,31,3,0.717948717948718,gpt2 EventsAdapt
2293,EventsAdapt,gpt2-xl,31,4,0.8269230769230769,gpt2 EventsAdapt
2294,EventsAdapt,gpt2-xl,31,5,0.8397435897435898,gpt2 EventsAdapt
2295,EventsAdapt,gpt2-xl,31,6,0.7435897435897436,gpt2 EventsAdapt
2296,EventsAdapt,gpt2-xl,31,7,0.7692307692307693,gpt2 EventsAdapt
2297,EventsAdapt,gpt2-xl,31,8,0.7756410256410257,gpt2 EventsAdapt
2298,EventsAdapt,gpt2-xl,31,9,0.8397435897435898,gpt2 EventsAdapt
2299,EventsAdapt,gpt2-xl,31,10,0.7692307692307693,gpt2 EventsAdapt
2300,EventsAdapt,gpt2-xl,32,1,0.75,gpt2 EventsAdapt
2301,EventsAdapt,gpt2-xl,32,2,0.75,gpt2 EventsAdapt
2302,EventsAdapt,gpt2-xl,32,3,0.8205128205128205,gpt2 EventsAdapt
2303,EventsAdapt,gpt2-xl,32,4,0.8269230769230769,gpt2 EventsAdapt
2304,EventsAdapt,gpt2-xl,32,5,0.7307692307692307,gpt2 EventsAdapt
2305,EventsAdapt,gpt2-xl,32,6,0.7564102564102564,gpt2 EventsAdapt
2306,EventsAdapt,gpt2-xl,32,7,0.782051282051282,gpt2 EventsAdapt
2307,EventsAdapt,gpt2-xl,32,8,0.7628205128205128,gpt2 EventsAdapt
2308,EventsAdapt,gpt2-xl,32,9,0.8012820512820513,gpt2 EventsAdapt
2309,EventsAdapt,gpt2-xl,32,10,0.7756410256410257,gpt2 EventsAdapt
2310,EventsAdapt,gpt2-xl,33,1,0.7371794871794872,gpt2 EventsAdapt
2311,EventsAdapt,gpt2-xl,33,2,0.7756410256410257,gpt2 EventsAdapt
2312,EventsAdapt,gpt2-xl,33,3,0.7948717948717948,gpt2 EventsAdapt
2313,EventsAdapt,gpt2-xl,33,4,0.7564102564102564,gpt2 EventsAdapt
2314,EventsAdapt,gpt2-xl,33,5,0.7756410256410257,gpt2 EventsAdapt
2315,EventsAdapt,gpt2-xl,33,6,0.7756410256410257,gpt2 EventsAdapt
2316,EventsAdapt,gpt2-xl,33,7,0.7371794871794872,gpt2 EventsAdapt
2317,EventsAdapt,gpt2-xl,33,8,0.8269230769230769,gpt2 EventsAdapt
2318,EventsAdapt,gpt2-xl,33,9,0.8141025641025641,gpt2 EventsAdapt
2319,EventsAdapt,gpt2-xl,33,10,0.7628205128205128,gpt2 EventsAdapt
2320,EventsAdapt,gpt2-xl,34,1,0.7692307692307693,gpt2 EventsAdapt
2321,EventsAdapt,gpt2-xl,34,2,0.8076923076923077,gpt2 EventsAdapt
2322,EventsAdapt,gpt2-xl,34,3,0.8205128205128205,gpt2 EventsAdapt
2323,EventsAdapt,gpt2-xl,34,4,0.7692307692307693,gpt2 EventsAdapt
2324,EventsAdapt,gpt2-xl,34,5,0.8205128205128205,gpt2 EventsAdapt
2325,EventsAdapt,gpt2-xl,34,6,0.7756410256410257,gpt2 EventsAdapt
2326,EventsAdapt,gpt2-xl,34,7,0.8012820512820513,gpt2 EventsAdapt
2327,EventsAdapt,gpt2-xl,34,8,0.7756410256410257,gpt2 EventsAdapt
2328,EventsAdapt,gpt2-xl,34,9,0.7884615384615384,gpt2 EventsAdapt
2329,EventsAdapt,gpt2-xl,34,10,0.7884615384615384,gpt2 EventsAdapt
2330,EventsAdapt,gpt2-xl,35,1,0.7692307692307693,gpt2 EventsAdapt
2331,EventsAdapt,gpt2-xl,35,2,0.7307692307692307,gpt2 EventsAdapt
2332,EventsAdapt,gpt2-xl,35,3,0.7628205128205128,gpt2 EventsAdapt
2333,EventsAdapt,gpt2-xl,35,4,0.75,gpt2 EventsAdapt
2334,EventsAdapt,gpt2-xl,35,5,0.7884615384615384,gpt2 EventsAdapt
2335,EventsAdapt,gpt2-xl,35,6,0.7435897435897436,gpt2 EventsAdapt
2336,EventsAdapt,gpt2-xl,35,7,0.7884615384615384,gpt2 EventsAdapt
2337,EventsAdapt,gpt2-xl,35,8,0.8205128205128205,gpt2 EventsAdapt
2338,EventsAdapt,gpt2-xl,35,9,0.8269230769230769,gpt2 EventsAdapt
2339,EventsAdapt,gpt2-xl,35,10,0.8205128205128205,gpt2 EventsAdapt
2340,EventsAdapt,gpt2-xl,36,1,0.8076923076923077,gpt2 EventsAdapt
2341,EventsAdapt,gpt2-xl,36,2,0.7756410256410257,gpt2 EventsAdapt
2342,EventsAdapt,gpt2-xl,36,3,0.7371794871794872,gpt2 EventsAdapt
2343,EventsAdapt,gpt2-xl,36,4,0.782051282051282,gpt2 EventsAdapt
2344,EventsAdapt,gpt2-xl,36,5,0.7435897435897436,gpt2 EventsAdapt
2345,EventsAdapt,gpt2-xl,36,6,0.8012820512820513,gpt2 EventsAdapt
2346,EventsAdapt,gpt2-xl,36,7,0.7051282051282052,gpt2 EventsAdapt
2347,EventsAdapt,gpt2-xl,36,8,0.7307692307692307,gpt2 EventsAdapt
2348,EventsAdapt,gpt2-xl,36,9,0.6923076923076923,gpt2 EventsAdapt
2349,EventsAdapt,gpt2-xl,36,10,0.7692307692307693,gpt2 EventsAdapt
2350,EventsAdapt,gpt2-xl,37,1,0.7564102564102564,gpt2 EventsAdapt
2351,EventsAdapt,gpt2-xl,37,2,0.782051282051282,gpt2 EventsAdapt
2352,EventsAdapt,gpt2-xl,37,3,0.75,gpt2 EventsAdapt
2353,EventsAdapt,gpt2-xl,37,4,0.7948717948717948,gpt2 EventsAdapt
2354,EventsAdapt,gpt2-xl,37,5,0.7435897435897436,gpt2 EventsAdapt
2355,EventsAdapt,gpt2-xl,37,6,0.8076923076923077,gpt2 EventsAdapt
2356,EventsAdapt,gpt2-xl,37,7,0.8205128205128205,gpt2 EventsAdapt
2357,EventsAdapt,gpt2-xl,37,8,0.8461538461538461,gpt2 EventsAdapt
2358,EventsAdapt,gpt2-xl,37,9,0.7564102564102564,gpt2 EventsAdapt
2359,EventsAdapt,gpt2-xl,37,10,0.7884615384615384,gpt2 EventsAdapt
2360,EventsAdapt,gpt2-xl,38,1,0.7628205128205128,gpt2 EventsAdapt
2361,EventsAdapt,gpt2-xl,38,2,0.8333333333333334,gpt2 EventsAdapt
2362,EventsAdapt,gpt2-xl,38,3,0.7948717948717948,gpt2 EventsAdapt
2363,EventsAdapt,gpt2-xl,38,4,0.7628205128205128,gpt2 EventsAdapt
2364,EventsAdapt,gpt2-xl,38,5,0.7948717948717948,gpt2 EventsAdapt
2365,EventsAdapt,gpt2-xl,38,6,0.8141025641025641,gpt2 EventsAdapt
2366,EventsAdapt,gpt2-xl,38,7,0.8141025641025641,gpt2 EventsAdapt
2367,EventsAdapt,gpt2-xl,38,8,0.7115384615384616,gpt2 EventsAdapt
2368,EventsAdapt,gpt2-xl,38,9,0.8397435897435898,gpt2 EventsAdapt
2369,EventsAdapt,gpt2-xl,38,10,0.7243589743589743,gpt2 EventsAdapt
2370,EventsAdapt,gpt2-xl,39,1,0.7628205128205128,gpt2 EventsAdapt
2371,EventsAdapt,gpt2-xl,39,2,0.7628205128205128,gpt2 EventsAdapt
2372,EventsAdapt,gpt2-xl,39,3,0.8397435897435898,gpt2 EventsAdapt
2373,EventsAdapt,gpt2-xl,39,4,0.7756410256410257,gpt2 EventsAdapt
2374,EventsAdapt,gpt2-xl,39,5,0.7692307692307693,gpt2 EventsAdapt
2375,EventsAdapt,gpt2-xl,39,6,0.7435897435897436,gpt2 EventsAdapt
2376,EventsAdapt,gpt2-xl,39,7,0.7756410256410257,gpt2 EventsAdapt
2377,EventsAdapt,gpt2-xl,39,8,0.75,gpt2 EventsAdapt
2378,EventsAdapt,gpt2-xl,39,9,0.782051282051282,gpt2 EventsAdapt
2379,EventsAdapt,gpt2-xl,39,10,0.8141025641025641,gpt2 EventsAdapt
2380,EventsAdapt,gpt2-xl,40,1,0.8076923076923077,gpt2 EventsAdapt
2381,EventsAdapt,gpt2-xl,40,2,0.8141025641025641,gpt2 EventsAdapt
2382,EventsAdapt,gpt2-xl,40,3,0.8205128205128205,gpt2 EventsAdapt
2383,EventsAdapt,gpt2-xl,40,4,0.8269230769230769,gpt2 EventsAdapt
2384,EventsAdapt,gpt2-xl,40,5,0.8141025641025641,gpt2 EventsAdapt
2385,EventsAdapt,gpt2-xl,40,6,0.8076923076923077,gpt2 EventsAdapt
2386,EventsAdapt,gpt2-xl,40,7,0.782051282051282,gpt2 EventsAdapt
2387,EventsAdapt,gpt2-xl,40,8,0.6923076923076923,gpt2 EventsAdapt
2388,EventsAdapt,gpt2-xl,40,9,0.8076923076923077,gpt2 EventsAdapt
2389,EventsAdapt,gpt2-xl,40,10,0.7435897435897436,gpt2 EventsAdapt
2390,EventsAdapt,gpt2-xl,41,1,0.7884615384615384,gpt2 EventsAdapt
2391,EventsAdapt,gpt2-xl,41,2,0.8141025641025641,gpt2 EventsAdapt
2392,EventsAdapt,gpt2-xl,41,3,0.7115384615384616,gpt2 EventsAdapt
2393,EventsAdapt,gpt2-xl,41,4,0.7692307692307693,gpt2 EventsAdapt
2394,EventsAdapt,gpt2-xl,41,5,0.782051282051282,gpt2 EventsAdapt
2395,EventsAdapt,gpt2-xl,41,6,0.7628205128205128,gpt2 EventsAdapt
2396,EventsAdapt,gpt2-xl,41,7,0.7884615384615384,gpt2 EventsAdapt
2397,EventsAdapt,gpt2-xl,41,8,0.7948717948717948,gpt2 EventsAdapt
2398,EventsAdapt,gpt2-xl,41,9,0.782051282051282,gpt2 EventsAdapt
2399,EventsAdapt,gpt2-xl,41,10,0.7756410256410257,gpt2 EventsAdapt
2400,EventsAdapt,gpt2-xl,42,1,0.7756410256410257,gpt2 EventsAdapt
2401,EventsAdapt,gpt2-xl,42,2,0.7435897435897436,gpt2 EventsAdapt
2402,EventsAdapt,gpt2-xl,42,3,0.7307692307692307,gpt2 EventsAdapt
2403,EventsAdapt,gpt2-xl,42,4,0.7756410256410257,gpt2 EventsAdapt
2404,EventsAdapt,gpt2-xl,42,5,0.7371794871794872,gpt2 EventsAdapt
2405,EventsAdapt,gpt2-xl,42,6,0.7307692307692307,gpt2 EventsAdapt
2406,EventsAdapt,gpt2-xl,42,7,0.7628205128205128,gpt2 EventsAdapt
2407,EventsAdapt,gpt2-xl,42,8,0.7692307692307693,gpt2 EventsAdapt
2408,EventsAdapt,gpt2-xl,42,9,0.7692307692307693,gpt2 EventsAdapt
2409,EventsAdapt,gpt2-xl,42,10,0.75,gpt2 EventsAdapt
2410,EventsAdapt,gpt2-xl,43,1,0.8141025641025641,gpt2 EventsAdapt
2411,EventsAdapt,gpt2-xl,43,2,0.8076923076923077,gpt2 EventsAdapt
2412,EventsAdapt,gpt2-xl,43,3,0.7435897435897436,gpt2 EventsAdapt
2413,EventsAdapt,gpt2-xl,43,4,0.7628205128205128,gpt2 EventsAdapt
2414,EventsAdapt,gpt2-xl,43,5,0.7884615384615384,gpt2 EventsAdapt
2415,EventsAdapt,gpt2-xl,43,6,0.8012820512820513,gpt2 EventsAdapt
2416,EventsAdapt,gpt2-xl,43,7,0.8012820512820513,gpt2 EventsAdapt
2417,EventsAdapt,gpt2-xl,43,8,0.8141025641025641,gpt2 EventsAdapt
2418,EventsAdapt,gpt2-xl,43,9,0.7628205128205128,gpt2 EventsAdapt
2419,EventsAdapt,gpt2-xl,43,10,0.7692307692307693,gpt2 EventsAdapt
2420,EventsAdapt,gpt2-xl,44,1,0.7756410256410257,gpt2 EventsAdapt
2421,EventsAdapt,gpt2-xl,44,2,0.8076923076923077,gpt2 EventsAdapt
2422,EventsAdapt,gpt2-xl,44,3,0.8205128205128205,gpt2 EventsAdapt
2423,EventsAdapt,gpt2-xl,44,4,0.8141025641025641,gpt2 EventsAdapt
2424,EventsAdapt,gpt2-xl,44,5,0.7948717948717948,gpt2 EventsAdapt
2425,EventsAdapt,gpt2-xl,44,6,0.782051282051282,gpt2 EventsAdapt
2426,EventsAdapt,gpt2-xl,44,7,0.8205128205128205,gpt2 EventsAdapt
2427,EventsAdapt,gpt2-xl,44,8,0.8397435897435898,gpt2 EventsAdapt
2428,EventsAdapt,gpt2-xl,44,9,0.7371794871794872,gpt2 EventsAdapt
2429,EventsAdapt,gpt2-xl,44,10,0.8397435897435898,gpt2 EventsAdapt
2430,EventsAdapt,gpt2-xl,45,1,0.7692307692307693,gpt2 EventsAdapt
2431,EventsAdapt,gpt2-xl,45,2,0.7371794871794872,gpt2 EventsAdapt
2432,EventsAdapt,gpt2-xl,45,3,0.7756410256410257,gpt2 EventsAdapt
2433,EventsAdapt,gpt2-xl,45,4,0.7692307692307693,gpt2 EventsAdapt
2434,EventsAdapt,gpt2-xl,45,5,0.8012820512820513,gpt2 EventsAdapt
2435,EventsAdapt,gpt2-xl,45,6,0.7564102564102564,gpt2 EventsAdapt
2436,EventsAdapt,gpt2-xl,45,7,0.7692307692307693,gpt2 EventsAdapt
2437,EventsAdapt,gpt2-xl,45,8,0.7564102564102564,gpt2 EventsAdapt
2438,EventsAdapt,gpt2-xl,45,9,0.782051282051282,gpt2 EventsAdapt
2439,EventsAdapt,gpt2-xl,45,10,0.7884615384615384,gpt2 EventsAdapt
2440,EventsAdapt,gpt2-xl,46,1,0.7948717948717948,gpt2 EventsAdapt
2441,EventsAdapt,gpt2-xl,46,2,0.7435897435897436,gpt2 EventsAdapt
2442,EventsAdapt,gpt2-xl,46,3,0.8076923076923077,gpt2 EventsAdapt
2443,EventsAdapt,gpt2-xl,46,4,0.717948717948718,gpt2 EventsAdapt
2444,EventsAdapt,gpt2-xl,46,5,0.8525641025641025,gpt2 EventsAdapt
2445,EventsAdapt,gpt2-xl,46,6,0.7948717948717948,gpt2 EventsAdapt
2446,EventsAdapt,gpt2-xl,46,7,0.7435897435897436,gpt2 EventsAdapt
2447,EventsAdapt,gpt2-xl,46,8,0.8269230769230769,gpt2 EventsAdapt
2448,EventsAdapt,gpt2-xl,46,9,0.8269230769230769,gpt2 EventsAdapt
2449,EventsAdapt,gpt2-xl,46,10,0.8012820512820513,gpt2 EventsAdapt
2450,EventsAdapt,gpt2-xl,47,1,0.8076923076923077,gpt2 EventsAdapt
2451,EventsAdapt,gpt2-xl,47,2,0.7884615384615384,gpt2 EventsAdapt
2452,EventsAdapt,gpt2-xl,47,3,0.7692307692307693,gpt2 EventsAdapt
2453,EventsAdapt,gpt2-xl,47,4,0.7884615384615384,gpt2 EventsAdapt
2454,EventsAdapt,gpt2-xl,47,5,0.7756410256410257,gpt2 EventsAdapt
2455,EventsAdapt,gpt2-xl,47,6,0.7628205128205128,gpt2 EventsAdapt
2456,EventsAdapt,gpt2-xl,47,7,0.7756410256410257,gpt2 EventsAdapt
2457,EventsAdapt,gpt2-xl,47,8,0.7884615384615384,gpt2 EventsAdapt
2458,EventsAdapt,gpt2-xl,47,9,0.7692307692307693,gpt2 EventsAdapt
2459,EventsAdapt,gpt2-xl,47,10,0.7948717948717948,gpt2 EventsAdapt
2460,EventsAdapt,gpt2-xl,48,1,0.7948717948717948,gpt2 EventsAdapt
2461,EventsAdapt,gpt2-xl,48,2,0.782051282051282,gpt2 EventsAdapt
2462,EventsAdapt,gpt2-xl,48,3,0.7307692307692307,gpt2 EventsAdapt
2463,EventsAdapt,gpt2-xl,48,4,0.7692307692307693,gpt2 EventsAdapt
2464,EventsAdapt,gpt2-xl,48,5,0.7435897435897436,gpt2 EventsAdapt
2465,EventsAdapt,gpt2-xl,48,6,0.7884615384615384,gpt2 EventsAdapt
2466,EventsAdapt,gpt2-xl,48,7,0.8012820512820513,gpt2 EventsAdapt
2467,EventsAdapt,gpt2-xl,48,8,0.8012820512820513,gpt2 EventsAdapt
2468,EventsAdapt,gpt2-xl,48,9,0.8076923076923077,gpt2 EventsAdapt
2469,EventsAdapt,gpt2-xl,48,10,0.7948717948717948,gpt2 EventsAdapt
2470,EventsAdapt,gpt2-xl,49,1,0.8461538461538461,gpt2 EventsAdapt
2471,EventsAdapt,gpt2-xl,49,2,0.8012820512820513,gpt2 EventsAdapt
2472,EventsAdapt,gpt2-xl,49,3,0.7884615384615384,gpt2 EventsAdapt
2473,EventsAdapt,gpt2-xl,49,4,0.8141025641025641,gpt2 EventsAdapt
2474,EventsAdapt,gpt2-xl,49,5,0.8269230769230769,gpt2 EventsAdapt
2475,EventsAdapt,gpt2-xl,49,6,0.8333333333333334,gpt2 EventsAdapt
2476,EventsAdapt,gpt2-xl,49,7,0.8525641025641025,gpt2 EventsAdapt
2477,EventsAdapt,gpt2-xl,49,8,0.8846153846153846,gpt2 EventsAdapt
2478,EventsAdapt,gpt2-xl,49,9,0.8141025641025641,gpt2 EventsAdapt
2479,EventsAdapt,gpt2-xl,49,10,0.8846153846153846,gpt2 EventsAdapt
2480,EventsRev,gpt2-xl,1,1,0.5,gpt2 EventsRev
2481,EventsRev,gpt2-xl,1,2,0.5,gpt2 EventsRev
2482,EventsRev,gpt2-xl,1,3,0.5,gpt2 EventsRev
2483,EventsRev,gpt2-xl,1,4,0.5,gpt2 EventsRev
2484,EventsRev,gpt2-xl,1,5,0.5,gpt2 EventsRev
2485,EventsRev,gpt2-xl,1,6,0.5,gpt2 EventsRev
2486,EventsRev,gpt2-xl,1,7,0.5,gpt2 EventsRev
2487,EventsRev,gpt2-xl,1,8,0.5,gpt2 EventsRev
2488,EventsRev,gpt2-xl,1,9,0.5,gpt2 EventsRev
2489,EventsRev,gpt2-xl,1,10,0.5,gpt2 EventsRev
2490,EventsRev,gpt2-xl,2,1,0.5833333333333334,gpt2 EventsRev
2491,EventsRev,gpt2-xl,2,2,0.5,gpt2 EventsRev
2492,EventsRev,gpt2-xl,2,3,0.5,gpt2 EventsRev
2493,EventsRev,gpt2-xl,2,4,0.5,gpt2 EventsRev
2494,EventsRev,gpt2-xl,2,5,0.5833333333333334,gpt2 EventsRev
2495,EventsRev,gpt2-xl,2,6,0.5833333333333334,gpt2 EventsRev
2496,EventsRev,gpt2-xl,2,7,0.5833333333333334,gpt2 EventsRev
2497,EventsRev,gpt2-xl,2,8,0.5,gpt2 EventsRev
2498,EventsRev,gpt2-xl,2,9,0.5,gpt2 EventsRev
2499,EventsRev,gpt2-xl,2,10,0.5833333333333334,gpt2 EventsRev
2500,EventsRev,gpt2-xl,3,1,0.5833333333333334,gpt2 EventsRev
2501,EventsRev,gpt2-xl,3,2,0.75,gpt2 EventsRev
2502,EventsRev,gpt2-xl,3,3,0.4166666666666667,gpt2 EventsRev
2503,EventsRev,gpt2-xl,3,4,0.5833333333333334,gpt2 EventsRev
2504,EventsRev,gpt2-xl,3,5,0.5833333333333334,gpt2 EventsRev
2505,EventsRev,gpt2-xl,3,6,0.6666666666666666,gpt2 EventsRev
2506,EventsRev,gpt2-xl,3,7,0.5833333333333334,gpt2 EventsRev
2507,EventsRev,gpt2-xl,3,8,0.5,gpt2 EventsRev
2508,EventsRev,gpt2-xl,3,9,0.6666666666666666,gpt2 EventsRev
2509,EventsRev,gpt2-xl,3,10,0.4166666666666667,gpt2 EventsRev
2510,EventsRev,gpt2-xl,4,1,0.5833333333333334,gpt2 EventsRev
2511,EventsRev,gpt2-xl,4,2,0.5833333333333334,gpt2 EventsRev
2512,EventsRev,gpt2-xl,4,3,0.6666666666666666,gpt2 EventsRev
2513,EventsRev,gpt2-xl,4,4,0.5833333333333334,gpt2 EventsRev
2514,EventsRev,gpt2-xl,4,5,0.5833333333333334,gpt2 EventsRev
2515,EventsRev,gpt2-xl,4,6,0.6666666666666666,gpt2 EventsRev
2516,EventsRev,gpt2-xl,4,7,0.5,gpt2 EventsRev
2517,EventsRev,gpt2-xl,4,8,0.5,gpt2 EventsRev
2518,EventsRev,gpt2-xl,4,9,0.5,gpt2 EventsRev
2519,EventsRev,gpt2-xl,4,10,0.5833333333333334,gpt2 EventsRev
2520,EventsRev,gpt2-xl,5,1,0.75,gpt2 EventsRev
2521,EventsRev,gpt2-xl,5,2,0.6666666666666666,gpt2 EventsRev
2522,EventsRev,gpt2-xl,5,3,0.5,gpt2 EventsRev
2523,EventsRev,gpt2-xl,5,4,0.5833333333333334,gpt2 EventsRev
2524,EventsRev,gpt2-xl,5,5,0.75,gpt2 EventsRev
2525,EventsRev,gpt2-xl,5,6,0.5,gpt2 EventsRev
2526,EventsRev,gpt2-xl,5,7,0.5833333333333334,gpt2 EventsRev
2527,EventsRev,gpt2-xl,5,8,0.5,gpt2 EventsRev
2528,EventsRev,gpt2-xl,5,9,0.5833333333333334,gpt2 EventsRev
2529,EventsRev,gpt2-xl,5,10,0.5833333333333334,gpt2 EventsRev
2530,EventsRev,gpt2-xl,6,1,0.6666666666666666,gpt2 EventsRev
